NAME	TITLE	SCORE	
MEGF6	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]	2.7701006	
PRELP	proline and arginine rich end leucine rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357]	2.7669911	
ASTL	astacin like metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:31704]	2.766264	
CLU	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	2.7573464	
TSC22D3	TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051]	2.7531734	
UCN	urocortin [Source:HGNC Symbol;Acc:HGNC:12516]	2.7388709	
PLIN4	perilipin 4 [Source:HGNC Symbol;Acc:HGNC:29393]	2.729145	
PARD6G	par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076]	2.7206407	
EFHD1	EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]	2.7131526	
FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	2.7033594	
SOX4	SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]	2.6961126	
CPE	carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]	2.6938665	
ECM2	extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3154]	2.6917646	
VTN	vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]	2.6914067	
OVGP1	oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524]	2.6862762	
TMEM26	transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]	2.6786537	
SELENOP	selenoprotein P [Source:HGNC Symbol;Acc:HGNC:10751]	2.6666617	
CCDC3	coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]	2.663943	
DRAXIN	dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]	2.6600652	
ACKR3	atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]	2.6579268	
CLIC3	chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]	2.6576781	
TNNC2	troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]	2.6565156	
TP53INP1	tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:18022]	2.6557052	
MFAP4	microfibril associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]	2.6524353	
FBXL22	F-box and leucine rich repeat protein 22 [Source:HGNC Symbol;Acc:HGNC:27537]	2.641086	
RARRES2	retinoic acid receptor responder 2 [Source:HGNC Symbol;Acc:HGNC:9868]	2.6367435	
RAB44	RAB44, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21068]	2.6290784	
DMGDH	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]	2.627828	
WNT9A	Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]	2.6273093	
ARHGAP20	Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]	2.6217165	
RBP4	retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922]	2.6131043	
CCDC144CP	coiled-coil domain containing 144C, pseudogene [Source:HGNC Symbol;Acc:HGNC:29073]	2.6100774	
ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:29618]	2.609678	
CAMK2A	calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]	2.6046238	
MCC	MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935]	2.6036897	
RUNDC3A	RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984]	2.6019297	
FANK1	fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]	2.60088	
PITPNM3	PITPNM family member 3 [Source:HGNC Symbol;Acc:HGNC:21043]	2.5953212	
ENPP7P12	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:48697]	2.5816746	
BMPR1AP2	bone morphogenetic protein receptor type 1A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:21743]	2.577572	
GOLGA8K	golgin A8 family member K [Source:HGNC Symbol;Acc:HGNC:38652]	2.577136	
JPH3	junctophilin 3 [Source:HGNC Symbol;Acc:HGNC:14203]	2.575748	
LDHBP1	lactate dehydrogenase B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6542]	2.574828	
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	2.5661163	
SH3PXD2A	SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]	2.564839	
OPRL1	opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]	2.5633357	
JAG1	jagged canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:6188]	2.5628512	
TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough [Source:HGNC Symbol;Acc:HGNC:53829]	2.553773	
PAPLN	papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]	2.5518622	
ABCA12	ATP binding cassette subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:14637]	2.5452387	
KCNB1	potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]	2.5434873	
FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	2.5396178	
EBF1	EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]	2.5365238	
OLFML2A	olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270]	2.524012	
ZNF815P	zinc finger protein 815, pseudogene [Source:HGNC Symbol;Acc:HGNC:22029]	2.5191483	
CARNS1	carnosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:29268]	2.5170026	
ELL3	elongation factor for RNA polymerase II 3 [Source:HGNC Symbol;Acc:HGNC:23113]	2.5131016	
PLTP	phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]	2.5105164	
RAB40A	RAB40A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18283]	2.5020921	
PLXDC2	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]	2.5020194	
MAP6	microtubule associated protein 6 [Source:HGNC Symbol;Acc:HGNC:6868]	2.498997	
PLAC8L1	PLAC8 like 1 [Source:HGNC Symbol;Acc:HGNC:31746]	2.4988897	
LDAF1	lipid droplet assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30136]	2.4966898	
UQCRHL	ubiquinol-cytochrome c reductase hinge protein like [Source:HGNC Symbol;Acc:HGNC:51714]	2.4941328	
PARM1	prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]	2.493938	
SAMD5	sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21180]	2.490586	
NTN3	netrin 3 [Source:HGNC Symbol;Acc:HGNC:8030]	2.4876282	
BBC3	BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868]	2.4828403	
MXI1	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]	2.481304	
ATP2B3	ATPase plasma membrane Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:816]	2.4809463	
LDLRAD4	low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1224]	2.4771638	
NUTM2E	NUT family member 2E [Source:HGNC Symbol;Acc:HGNC:23448]	2.4726505	
DTX4	deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151]	2.4701416	
SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]	2.4689906	
LDB3	LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710]	2.4472973	
LYNX1	Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604]	2.4446256	
CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]	2.4429185	
TSLP	thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]	2.4419677	
F8	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]	2.4412599	
LRRC32	leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]	2.440321	
MISP	mitotic spindle positioning [Source:HGNC Symbol;Acc:HGNC:27000]	2.4357214	
SST	somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]	2.4328713	
SLC16A14	solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417]	2.4304721	
PJVK	pejvakin [Source:HGNC Symbol;Acc:HGNC:29502]	2.4304106	
GASK1B	golgi associated kinase 1B [Source:HGNC Symbol;Acc:HGNC:25312]	2.425305	
FNDC1	fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21184]	2.4209454	
CD55	CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]	2.4177268	
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201]	2.4133587	
EPPK1	epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]	2.4073215	
SPATA17	spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184]	2.4013586	
KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	2.398799	
KRT17	keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]	2.3861103	
GOLGA8N	golgin A8 family member N [Source:HGNC Symbol;Acc:HGNC:44405]	2.3859348	
LSMEM2	leucine rich single-pass membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:26781]	2.384956	
ARFGEF3	ARFGEF family member 3 [Source:HGNC Symbol;Acc:HGNC:21213]	2.3846006	
SYPL2	synaptophysin like 2 [Source:HGNC Symbol;Acc:HGNC:27638]	2.3828444	
ARHGAP28	Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]	2.3775263	
KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6285]	2.3618953	
FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	2.350847	
GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C [Source:HGNC Symbol;Acc:HGNC:4587]	2.3421466	
GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	2.3420606	
TCP11L2	t-complex 11 like 2 [Source:HGNC Symbol;Acc:HGNC:28627]	2.3354714	
ARHGEF16	Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]	2.3330865	
AARD	alanine and arginine rich domain containing protein [Source:HGNC Symbol;Acc:HGNC:33842]	2.3176649	
PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	2.3168705	
ADRA2A	adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:HGNC:281]	2.3156886	
PLXDC1	plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]	2.313389	
JPH4	junctophilin 4 [Source:HGNC Symbol;Acc:HGNC:20156]	2.3130002	
SOWAHB	sosondowah ankyrin repeat domain family member B [Source:HGNC Symbol;Acc:HGNC:32958]	2.3124642	
TRIM29	tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]	2.3111775	
ADHFE1	alcohol dehydrogenase iron containing 1 [Source:HGNC Symbol;Acc:HGNC:16354]	2.3064594	
CSTA	cystatin A [Source:HGNC Symbol;Acc:HGNC:2481]	2.3030832	
COL14A1	collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]	2.2999234	
NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	2.297571	
THRB	thyroid hormone receptor beta [Source:HGNC Symbol;Acc:HGNC:11799]	2.2974517	
TNFRSF10C	TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906]	2.2972114	
PRUNE2	prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209]	2.2924626	
ASPN	asporin [Source:HGNC Symbol;Acc:HGNC:14872]	2.2894428	
VN1R20P	vomeronasal 1 receptor 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:37335]	2.2888935	
GOLGA8T	golgin A8 family member T [Source:HGNC Symbol;Acc:HGNC:44410]	2.286793	
AFF2	AF4/FMR2 family member 2 [Source:HGNC Symbol;Acc:HGNC:3776]	2.2841673	
CPZ	carboxypeptidase Z [Source:HGNC Symbol;Acc:HGNC:2333]	2.2804573	
FBLL1	fibrillarin like 1 [Source:HGNC Symbol;Acc:HGNC:35458]	2.2801025	
PDGFA	platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]	2.278261	
GALNT16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]	2.2776957	
TTC9	tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]	2.2770631	
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:HGNC Symbol;Acc:HGNC:1366]	2.2765353	
CMBL	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]	2.2670147	
TACR2	tachykinin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11527]	2.2654376	
PITX2	paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005]	2.2597728	
GABARAPL1	GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]	2.2588918	
ITGA7	integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]	2.2558448	
SLC29A4	solute carrier family 29 member 4 [Source:HGNC Symbol;Acc:HGNC:23097]	2.2494164	
RASL10B	RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]	2.24673	
APLP1	amyloid beta precursor like protein 1 [Source:HGNC Symbol;Acc:HGNC:597]	2.2448943	
NIBAN1	niban apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16784]	2.2434173	
SIPA1L2	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	2.2413769	
KLF4	Kruppel like factor 4 [Source:HGNC Symbol;Acc:HGNC:6348]	2.2413328	
KCND3	potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239]	2.2358143	
PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952]	2.2336683	
SUGCT	succinyl-CoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:HGNC:16001]	2.2331157	
PRSS35	serine protease 35 [Source:HGNC Symbol;Acc:HGNC:21387]	2.2318563	
TLCD2	TLC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33522]	2.2316842	
SBSPON	somatomedin B and thrombospondin type 1 domain containing [Source:HGNC Symbol;Acc:HGNC:30362]	2.2270565	
KLHL38	kelch like family member 38 [Source:HGNC Symbol;Acc:HGNC:34435]	2.2245753	
IGDCC4	immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770]	2.2202399	
ANXA8L1	annexin A8 like 1 [Source:HGNC Symbol;Acc:HGNC:23334]	2.218502	
CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]	2.2184854	
CDKL1	cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781]	2.2160387	
SYNPO2	synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]	2.2150357	
STON1-GTF2A1L	STON1-GTF2A1L readthrough [Source:HGNC Symbol;Acc:HGNC:30651]	2.2125885	
DNAI3	dynein axonemal intermediate chain 3 [Source:HGNC Symbol;Acc:HGNC:30711]	2.2087226	
HLA-G	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	2.2053742	
PCDHB6	protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691]	2.2021992	
LURAP1L	leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]	2.196417	
ZNF467	zinc finger protein 467 [Source:HGNC Symbol;Acc:HGNC:23154]	2.1854985	
CDKN2B	cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol;Acc:HGNC:1788]	2.1807396	
CFL1P1	cofilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28560]	2.1760807	
VSTM2L	V-set and transmembrane domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:16096]	2.1684365	
TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1 [Source:HGNC Symbol;Acc:HGNC:11866]	2.166649	
GUCY1B1	guanylate cyclase 1 soluble subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4687]	2.1634169	
THBS2	thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]	2.1607125	
ODF3B	outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388]	2.1575167	
HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:19419]	2.1522849	
ATF3	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]	2.1472962	
GAL3ST4	galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]	2.147044	
SYNDIG1	synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:HGNC:15885]	2.1461153	
ANXA9	annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]	2.1457038	
CFHR1	complement factor H related 1 [Source:HGNC Symbol;Acc:HGNC:4888]	2.1425526	
DNASE1L2	deoxyribonuclease 1 like 2 [Source:HGNC Symbol;Acc:HGNC:2958]	2.13896	
CCND2	cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]	2.138481	
FOXO6	forkhead box O6 [Source:HGNC Symbol;Acc:HGNC:24814]	2.1368213	
PGM5	phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]	2.132233	
AKR1C3	aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]	2.1289527	
SLIT3	slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]	2.1283116	
PTHLH	parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]	2.1167722	
PARD6A	par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]	2.1050463	
TBX6	T-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:11605]	2.1046066	
NYNRIN	NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]	2.103356	
FDXR	ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]	2.101537	
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]	2.0979917	
EFNB1	ephrin B1 [Source:HGNC Symbol;Acc:HGNC:3226]	2.0932918	
ABCA7	ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]	2.0897412	
CHRM4	cholinergic receptor muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953]	2.0862827	
GPC1	glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]	2.08617	
ANKRD65	ankyrin repeat domain 65 [Source:HGNC Symbol;Acc:HGNC:42950]	2.0844793	
RAB39B	RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]	2.081935	
LYNX1-SLURP2	LYNX1-SLURP2 readthrough [Source:HGNC Symbol;Acc:HGNC:52291]	2.0754607	
GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]	2.0754108	
ANKRD63	ankyrin repeat domain 63 [Source:HGNC Symbol;Acc:HGNC:40027]	2.0711312	
