NAME	TITLE	SCORE	
CORIN	corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]	2.710631	
SLC17A7	solute carrier family 17 member 7 [Source:HGNC Symbol;Acc:HGNC:16704]	2.6784763	
ITIH3	inter-alpha-trypsin inhibitor heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:6168]	2.672988	
KCNJ2	potassium inwardly rectifying channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]	2.6685247	
DUOXA1	dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]	2.6676328	
ARL4C	ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]	2.6640885	
GOLGA8N	golgin A8 family member N [Source:HGNC Symbol;Acc:HGNC:44405]	2.6604514	
CARNS1	carnosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:29268]	2.655125	
PNMA8C	PNMA family member 8C [Source:HGNC Symbol;Acc:HGNC:53427]	2.6471503	
DAPK1	death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]	2.6309798	
SAMD5	sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21180]	2.6255686	
S100A1	S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]	2.6082742	
SOWAHD	sosondowah ankyrin repeat domain family member D [Source:HGNC Symbol;Acc:HGNC:32960]	2.5893342	
RBP7	retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]	2.5861437	
CGNL1	cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]	2.5852554	
AARD	alanine and arginine rich domain containing protein [Source:HGNC Symbol;Acc:HGNC:33842]	2.5852478	
POU3F1	POU class 3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9214]	2.5836961	
ADCY5	adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]	2.5586913	
RGS9	regulator of G protein signaling 9 [Source:HGNC Symbol;Acc:HGNC:10004]	2.556691	
HBD	hemoglobin subunit delta [Source:HGNC Symbol;Acc:HGNC:4829]	2.5484686	
KLHL3	kelch like family member 3 [Source:HGNC Symbol;Acc:HGNC:6354]	2.544911	
PALM	paralemmin [Source:HGNC Symbol;Acc:HGNC:8594]	2.5219572	
GALNT16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]	2.520899	
FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	2.514313	
PLAAT3	phospholipase A and acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17825]	2.5088465	
PAPLN	papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]	2.4748106	
PRELP	proline and arginine rich end leucine rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357]	2.4653106	
MYO5B	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	2.4569721	
PLXDC1	plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]	2.4563088	
SFRP4	secreted frizzled related protein 4 [Source:HGNC Symbol;Acc:HGNC:10778]	2.433993	
MRPL35P3	mitochondrial ribosomal protein L35 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23731]	2.428997	
PDZD7	PDZ domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26257]	2.4224076	
MAPK15	mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]	2.4216712	
SULT2B1	sulfotransferase family 2B member 1 [Source:HGNC Symbol;Acc:HGNC:11459]	2.4002633	
LRRK2	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]	2.3984525	
FAM86KP	family with sequence similarity 86 member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:44098]	2.3941064	
RASGRP2	RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]	2.3908463	
CABCOCO1	ciliary associated calcium binding coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28678]	2.387366	
AKR1C3	aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]	2.377067	
KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]	2.3737164	
ITIH5	inter-alpha-trypsin inhibitor heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:21449]	2.3630934	
CLU	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	2.3531067	
TCEAL7	transcription elongation factor A like 7 [Source:HGNC Symbol;Acc:HGNC:28336]	2.3479671	
TNNT1	troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]	2.3435445	
ANK2	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]	2.3429117	
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]	2.3312137	
GLCCI1	glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713]	2.3302767	
PLEKHA7	pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049]	2.3255117	
TLDC2	TBC/LysM-associated domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16112]	2.3202348	
ZNF815P	zinc finger protein 815, pseudogene [Source:HGNC Symbol;Acc:HGNC:22029]	2.3071125	
IFI44L	interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]	2.3061187	
GARNL3	GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]	2.2974281	
SCAMP5	secretory carrier membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:30386]	2.2939618	
RARRES2	retinoic acid receptor responder 2 [Source:HGNC Symbol;Acc:HGNC:9868]	2.2907305	
ANXA3	annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]	2.2907133	
PLPP2	phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]	2.2880507	
LRATD1	LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]	2.2854636	
VSTM2L	V-set and transmembrane domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:16096]	2.2843187	
COL6A6	collagen type VI alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:27023]	2.2820828	
LRRN4CL	LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724]	2.2787266	
APC2	APC regulator of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:24036]	2.2698276	
CEND1	cell cycle exit and neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:24153]	2.259398	
QPCT	glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]	2.2558067	
PPL	periplakin [Source:HGNC Symbol;Acc:HGNC:9273]	2.2543132	
MYH11	myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569]	2.2497268	
EBF4	EBF family member 4 [Source:HGNC Symbol;Acc:HGNC:29278]	2.246807	
ARHGAP20	Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]	2.2383084	
SYT11	synaptotagmin 11 [Source:HGNC Symbol;Acc:HGNC:19239]	2.236873	
TAMALIN	trafficking regulator and scaffold protein tamalin [Source:HGNC Symbol;Acc:HGNC:18707]	2.2355719	
PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	2.2288249	
SLC44A3	solute carrier family 44 member 3 [Source:HGNC Symbol;Acc:HGNC:28689]	2.2242196	
SLC16A14	solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417]	2.2194622	
STAC2	SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]	2.2160132	
AVPI1	arginine vasopressin induced 1 [Source:HGNC Symbol;Acc:HGNC:30898]	2.2110128	
TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough [Source:HGNC Symbol;Acc:HGNC:53829]	2.2079597	
DTX4	deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151]	2.1965792	
NTF4	neurotrophin 4 [Source:HGNC Symbol;Acc:HGNC:8024]	2.1855574	
OLFML1	olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]	2.1682663	
ABCA3	ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]	2.1596756	
AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]	2.1533709	
INMT	indolethylamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:6069]	2.1497433	
PRUNE2	prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209]	2.1485684	
ADAMTSL4	ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]	2.1457832	
NATD1	N-acetyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30770]	2.134453	
TM7SF2	transmembrane 7 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11863]	2.124258	
NUDT14	nudix hydrolase 14 [Source:HGNC Symbol;Acc:HGNC:20141]	2.1232684	
MFAP5	microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]	2.119258	
TXNIP	thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]	2.1144454	
SYNPO2	synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]	2.1122313	
ANKEF1	ankyrin repeat and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15803]	2.1078975	
HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	2.104933	
MMP15	matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]	2.104385	
EFHD1	EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]	2.099461	
SBSPON	somatomedin B and thrombospondin type 1 domain containing [Source:HGNC Symbol;Acc:HGNC:30362]	2.0984118	
IP6K3	inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]	2.0964136	
CCDC184	coiled-coil domain containing 184 [Source:HGNC Symbol;Acc:HGNC:33749]	2.0881474	
RGS11	regulator of G protein signaling 11 [Source:HGNC Symbol;Acc:HGNC:9993]	2.0853183	
ANKRD29	ankyrin repeat domain 29 [Source:HGNC Symbol;Acc:HGNC:27110]	2.083423	
MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	2.0787866	
TCN2	transcobalamin 2 [Source:HGNC Symbol;Acc:HGNC:11653]	2.0768535	
KANK3	KN motif and ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:24796]	2.0762024	
PLPPR3	phospholipid phosphatase related 3 [Source:HGNC Symbol;Acc:HGNC:23497]	2.0759234	
RSAD2	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	2.071511	
RASA4CP	RAS p21 protein activator 4C, pseudogene [Source:HGNC Symbol;Acc:HGNC:44185]	2.064913	
PERP	p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]	2.0594623	
ICAM5	intercellular adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:5348]	2.057861	
HBB	hemoglobin subunit beta [Source:HGNC Symbol;Acc:HGNC:4827]	2.0574694	
MFSD6	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]	2.0566406	
PPFIBP2	PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]	2.0498993	
COL8A2	collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216]	2.0491326	
WNT2B	Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781]	2.0487747	
COX6B2	cytochrome c oxidase subunit 6B2 [Source:HGNC Symbol;Acc:HGNC:24380]	2.0458834	
ENPP7P4	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:48687]	2.0443144	
VN1R20P	vomeronasal 1 receptor 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:37335]	2.0433576	
CLCNKB	chloride voltage-gated channel Kb [Source:HGNC Symbol;Acc:HGNC:2027]	2.0380242	
TSPAN18	tetraspanin 18 [Source:HGNC Symbol;Acc:HGNC:20660]	2.0374181	
B3GALT2	beta-1,3-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:917]	2.0293884	
E2F5	E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]	2.0242157	
EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3290]	2.0231805	
MELTF	melanotransferrin [Source:HGNC Symbol;Acc:HGNC:7037]	2.0190117	
HNRNPH1P1	heterogeneous nuclear ribonucleoprotein H1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48751]	2.012733	
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	2.01084	
KIF12	kinesin family member 12 [Source:HGNC Symbol;Acc:HGNC:21495]	2.0099456	
KCNH1	potassium voltage-gated channel subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:6250]	2.0095186	
FAM131C	family with sequence similarity 131 member C [Source:HGNC Symbol;Acc:HGNC:26717]	2.0091646	
ABCA5	ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]	2.0078907	
GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]	2.005696	
SRPX	sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]	1.9998162	
IGFBP5	insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	1.9966247	
SEC1P	secretory blood group 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:44149]	1.9961809	
CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:1408]	1.994186	
RAB29	RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]	1.9833354	
CCND2	cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]	1.9832165	
PROSER2	proline and serine rich 2 [Source:HGNC Symbol;Acc:HGNC:23728]	1.9772948	
RRAGD	Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]	1.9735036	
EEF1A1P10	eukaryotic translation elongation factor 1 alpha 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:3205]	1.9710585	
ACKR3	atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]	1.9664378	
GABARAPL1	GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]	1.9652907	
HID1	HID1 domain containing [Source:HGNC Symbol;Acc:HGNC:15736]	1.9640719	
QPRT	quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]	1.9557707	
FAIM2	Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067]	1.9522307	
COL9A2	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]	1.9520683	
SHF	Src homology 2 domain containing F [Source:HGNC Symbol;Acc:HGNC:25116]	1.9506363	
TGM1	transglutaminase 1 [Source:HGNC Symbol;Acc:HGNC:11777]	1.9496859	
MCOLN3	mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]	1.948236	
ALS2CL	ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]	1.9454879	
CAND2	cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]	1.944932	
SERPING1	serpin family G member 1 [Source:HGNC Symbol;Acc:HGNC:1228]	1.9430655	
ANXA9	annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]	1.9355772	
FLVCR2	FLVCR heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105]	1.9353578	
FOLR1	folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]	1.9276432	
RAB40AL	RAB40A like [Source:HGNC Symbol;Acc:HGNC:25410]	1.9268305	
LRRC32	leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]	1.9266196	
OLFML2A	olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270]	1.9264809	
CACNA1D	calcium voltage-gated channel subunit alpha1 D [Source:HGNC Symbol;Acc:HGNC:1391]	1.9247766	
EXPH5	exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]	1.9227741	
CDKL1	cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781]	1.9218051	
CYTL1	cytokine like 1 [Source:HGNC Symbol;Acc:HGNC:24435]	1.9185609	
ZNF185	zinc finger protein 185 with LIM domain [Source:HGNC Symbol;Acc:HGNC:12976]	1.9151307	
GRID1	glutamate ionotropic receptor delta type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4575]	1.912725	
LINC00672	long intergenic non-protein coding RNA 672 [Source:HGNC Symbol;Acc:HGNC:44353]	1.9105452	
DOCK4	dedicator of cytokinesis 4 [Source:HGNC Symbol;Acc:HGNC:19192]	1.9069918	
CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	1.904685	
TMEM253	transmembrane protein 253 [Source:HGNC Symbol;Acc:HGNC:32545]	1.9043247	
FN3K	fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]	1.9010254	
TPD52L1	TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]	1.8987656	
SORBS1	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]	1.8933624	
HEPH	hephaestin [Source:HGNC Symbol;Acc:HGNC:4866]	1.8926651	
REEP2	receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:17975]	1.8918408	
FAXDC2	fatty acid hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1334]	1.891	
RGS9BP	regulator of G protein signaling 9 binding protein [Source:HGNC Symbol;Acc:HGNC:30304]	1.8896303	
PLK5	polo like kinase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:27001]	1.8880163	
PHACTR3	phosphatase and actin regulator 3 [Source:HGNC Symbol;Acc:HGNC:15833]	1.8858097	
UPK1A	uroplakin 1A [Source:HGNC Symbol;Acc:HGNC:12577]	1.8850932	
ETV7	ETS variant transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18160]	1.8835696	
GNA14	G protein subunit alpha 14 [Source:HGNC Symbol;Acc:HGNC:4382]	1.8834945	
NMUR1	neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518]	1.8831238	
HMGB1P1	high mobility group box 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4993]	1.8795841	
APOE	apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]	1.8784984	
MACROD2	mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]	1.8784527	
DMGDH	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]	1.8779857	
PTGES	prostaglandin E synthase [Source:HGNC Symbol;Acc:HGNC:9599]	1.8777329	
MYL3	myosin light chain 3 [Source:HGNC Symbol;Acc:HGNC:7584]	1.8765548	
MORN3	MORN repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:29807]	1.8744441	
CDKN1C	cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]	1.8733568	
PDCD6IPP1	PDCD6IP pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49872]	1.8725122	
RPS27AP12	RPS27A pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:35732]	1.8714684	
TMEM178A	transmembrane protein 178A [Source:HGNC Symbol;Acc:HGNC:28517]	1.8671304	
OVGP1	oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524]	1.8654935	
FAM180A	family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773]	1.8637381	
CES1	carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]	1.8625072	
SAA1	serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]	1.8620887	
CTSK	cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]	1.8564312	
FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	1.8516805	
PIFO	primary cilia formation [Source:HGNC Symbol;Acc:HGNC:27009]	1.8461144	
TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1 [Source:HGNC Symbol;Acc:HGNC:24099]	1.8427157	
COL4A6	collagen type IV alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:2208]	1.8395263	
PIK3IP1	phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]	1.838342	
TUBB2B	tubulin beta 2B class IIb [Source:HGNC Symbol;Acc:HGNC:30829]	1.8342375	
TACR2	tachykinin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11527]	1.832743	
PIANP	PILR alpha associated neural protein [Source:HGNC Symbol;Acc:HGNC:25338]	1.8326396	
TM4SF20	transmembrane 4 L six family member 20 [Source:HGNC Symbol;Acc:HGNC:26230]	1.830783	
ITGB7	integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]	1.8289982	
CNFN	cornifelin [Source:HGNC Symbol;Acc:HGNC:30183]	1.8256096	
PNMA6A	PNMA family member 6A [Source:HGNC Symbol;Acc:HGNC:28248]	1.8250434	
TRPC6	transient receptor potential cation channel subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:12338]	1.8213798	
MST1R	macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]	1.8213321	
VCAM1	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]	1.8177055	
PLA2G4C	phospholipase A2 group IVC [Source:HGNC Symbol;Acc:HGNC:9037]	1.8172309	
PARD6A	par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]	1.8159455	
EEF1A2	eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]	1.8140997	
NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	1.8126333	
CPE	carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]	1.8124803	
CYBRD1	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]	1.8122542	
NPHP3-ACAD11	NPHP3-ACAD11 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:48351]	1.8115412	
LYRM9	LYR motif containing 9 [Source:HGNC Symbol;Acc:HGNC:27314]	1.8082862	
IGDCC4	immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770]	1.8065628	
ERBB3	erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]	1.8063043	
ADAMTSL3	ADAMTS like 3 [Source:HGNC Symbol;Acc:HGNC:14633]	1.8007988	
STAP2	signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:HGNC:30430]	1.8006918	
CHRNA7	cholinergic receptor nicotinic alpha 7 subunit [Source:HGNC Symbol;Acc:HGNC:1960]	1.7993993	
ZFHX2	zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]	1.7984375	
WNT9A	Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]	1.7980787	
SLC29A2	solute carrier family 29 member 2 [Source:HGNC Symbol;Acc:HGNC:11004]	1.7952901	
KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6285]	1.7949677	
DMKN	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	1.7919798	
GPD1	glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]	1.7901933	
CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	1.7900965	
