NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION	GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION		37	-0.57073915	-1.9634908	0.0	0.021037834	0.366	2545	tags=38%, list=15%, signal=44%	
GOBP_MITOTIC_SPINDLE_ASSEMBLY	GOBP_MITOTIC_SPINDLE_ASSEMBLY		75	-0.4986808	-1.9583037	0.0	0.021625884	0.385	1430	tags=21%, list=8%, signal=23%	
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS		20	-0.67483675	-1.9543685	0.0	0.022341337	0.411	1298	tags=35%, list=8%, signal=38%	
GOBP_NCRNA_PROCESSING	GOBP_NCRNA_PROCESSING		413	-0.39130232	-1.9528296	0.0	0.021888882	0.417	6124	tags=48%, list=36%, signal=74%	
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS		302	-0.40057588	-1.9524455	0.0	0.021274623	0.42	6133	tags=51%, list=36%, signal=78%	
GOBP_RNA_LOCALIZATION	GOBP_RNA_LOCALIZATION		191	-0.42330533	-1.9461331	0.0	0.02276156	0.458	5716	tags=52%, list=33%, signal=77%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS		446	-0.3864653	-1.9457369	0.0	0.022087254	0.461	5645	tags=45%, list=33%, signal=66%	
GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING	GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING		36	-0.5577399	-1.9364315	0.0	0.024185289	0.497	3360	tags=47%, list=20%, signal=59%	
GOBP_DENDRITIC_CELL_MIGRATION	GOBP_DENDRITIC_CELL_MIGRATION		24	-0.62603873	-1.9249023	0.0021367522	0.027146593	0.545	4262	tags=67%, list=25%, signal=89%	
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	GOBP_MATERNAL_PLACENTA_DEVELOPMENT		32	-0.56756735	-1.9058082	0.0021786492	0.033150584	0.641	3740	tags=50%, list=22%, signal=64%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		101	-0.45543644	-1.9035951	0.0	0.03301805	0.652	4582	tags=44%, list=27%, signal=59%	
GOBP_MONOCYTE_CHEMOTAXIS	GOBP_MONOCYTE_CHEMOTAXIS		39	-0.5491941	-1.8936905	0.0	0.036117304	0.693	1604	tags=33%, list=9%, signal=37%	
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION		154	-0.42424026	-1.8929107	0.0	0.03547785	0.694	5257	tags=49%, list=31%, signal=70%	
GOBP_DECIDUALIZATION	GOBP_DECIDUALIZATION		23	-0.6174411	-1.8870866	0.0	0.036741536	0.717	1610	tags=35%, list=9%, signal=38%	
GOBP_SPINDLE_ASSEMBLY	GOBP_SPINDLE_ASSEMBLY		143	-0.42735207	-1.8839539	0.0	0.036817037	0.728	4481	tags=38%, list=26%, signal=52%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS		77	-0.47686166	-1.8817726	0.0	0.03663136	0.735	6317	tags=56%, list=37%, signal=88%	
GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS	GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS		24	-0.6171759	-1.8804457	0.0022172949	0.036157604	0.737	628	tags=29%, list=4%, signal=30%	
GOBP_KINETOCHORE_ASSEMBLY	GOBP_KINETOCHORE_ASSEMBLY		18	-0.66020334	-1.8797967	0.004219409	0.035545945	0.74	3018	tags=44%, list=18%, signal=54%	
GOBP_SPINDLE_LOCALIZATION	GOBP_SPINDLE_LOCALIZATION		55	-0.5112789	-1.8795063	0.0	0.034862377	0.741	2545	tags=36%, list=15%, signal=43%	
GOBP_MATURATION_OF_5_8S_RRNA	GOBP_MATURATION_OF_5_8S_RRNA		36	-0.5494705	-1.8786806	0.002232143	0.034461815	0.746	5645	tags=61%, list=33%, signal=91%	
GOBP_CHROMOSOME_LOCALIZATION	GOBP_CHROMOSOME_LOCALIZATION		87	-0.46159872	-1.8739136	0.0	0.03563906	0.766	4596	tags=48%, list=27%, signal=66%	
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE		65	-0.49614093	-1.8735254	0.0	0.03502295	0.769	4582	tags=48%, list=27%, signal=65%	
GOBP_NLS_BEARING_PROTEIN_IMPORT_INTO_NUCLEUS	GOBP_NLS_BEARING_PROTEIN_IMPORT_INTO_NUCLEUS		19	-0.6322912	-1.8637849	0.004405286	0.038016707	0.798	3178	tags=63%, list=19%, signal=77%	
GOBP_KERATINOCYTE_MIGRATION	GOBP_KERATINOCYTE_MIGRATION		17	-0.66111267	-1.8617063	0.0023419203	0.038211312	0.804	3766	tags=65%, list=22%, signal=83%	
GOBP_MATURATION_OF_LSU_RRNA	GOBP_MATURATION_OF_LSU_RRNA		28	-0.5776533	-1.8616178	0.0	0.037398305	0.804	3777	tags=50%, list=22%, signal=64%	
GOBP_TELOMERE_MAINTENANCE	GOBP_TELOMERE_MAINTENANCE		150	-0.42068455	-1.8593742	0.0	0.03783916	0.813	4582	tags=41%, list=27%, signal=55%	
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION		16	-0.67308223	-1.8538437	0.0062111802	0.039801262	0.831	3158	tags=50%, list=18%, signal=61%	
GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE		18	-0.6424163	-1.8527834	0.0021978023	0.0395376	0.833	2029	tags=44%, list=12%, signal=50%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE		99	-0.45078623	-1.8519604	0.0	0.03901075	0.835	4582	tags=43%, list=27%, signal=59%	
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION		42	-0.5231171	-1.8512212	0.0	0.038505755	0.835	3328	tags=48%, list=19%, signal=59%	
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE		63	-0.47771016	-1.8485999	0.0	0.038885117	0.846	1513	tags=25%, list=9%, signal=28%	
GOBP_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	GOBP_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS		17	-0.6574075	-1.8446	0.002074689	0.039919324	0.859	3088	tags=53%, list=18%, signal=65%	
GOBP_CENTROMERE_COMPLEX_ASSEMBLY	GOBP_CENTROMERE_COMPLEX_ASSEMBLY		31	-0.5598379	-1.8377635	0.0022988506	0.042430315	0.88	5187	tags=55%, list=30%, signal=79%	
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION		24	-0.5955026	-1.8350184	0.0	0.043036822	0.89	3647	tags=54%, list=21%, signal=69%	
GOBP_DNA_CONFORMATION_CHANGE	GOBP_DNA_CONFORMATION_CHANGE		105	-0.42755243	-1.8273274	0.0	0.04596495	0.915	3926	tags=40%, list=23%, signal=52%	
GOBP_REGULATION_OF_RNA_SPLICING	GOBP_REGULATION_OF_RNA_SPLICING		168	-0.40556535	-1.8269892	0.0	0.045354508	0.916	5518	tags=51%, list=32%, signal=75%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS		73	-0.46411964	-1.8233215	0.0	0.046171274	0.922	5593	tags=48%, list=33%, signal=71%	
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS		287	-0.3790563	-1.8222626	0.0	0.04586211	0.922	5553	tags=44%, list=32%, signal=64%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION		26	-0.5765596	-1.8196937	0.0	0.046608448	0.924	844	tags=23%, list=5%, signal=24%	
GOBP_PEPTIDYL_PROLINE_MODIFICATION	GOBP_PEPTIDYL_PROLINE_MODIFICATION		43	-0.5112842	-1.8151784	0.0022522523	0.04815226	0.929	2635	tags=37%, list=15%, signal=44%	
GOBP_ORGANELLE_FISSION	GOBP_ORGANELLE_FISSION		485	-0.35948396	-1.8142937	0.0	0.047791284	0.929	2844	tags=26%, list=17%, signal=30%	
GOBP_INTERLEUKIN_17_PRODUCTION	GOBP_INTERLEUKIN_17_PRODUCTION		31	-0.5586821	-1.8141075	0.0	0.047193304	0.929	2286	tags=39%, list=13%, signal=45%	
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN		16	-0.6346843	-1.8112953	0.008510638	0.047809206	0.933	1849	tags=44%, list=11%, signal=49%	
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS		163	-0.400854	-1.8089576	0.0	0.04816804	0.941	4390	tags=38%, list=26%, signal=51%	
GOBP_MRNA_TRANSPORT	GOBP_MRNA_TRANSPORT		123	-0.42276087	-1.8058699	0.0	0.04894314	0.946	5230	tags=47%, list=31%, signal=67%	
GOBP_SPROUTING_ANGIOGENESIS	GOBP_SPROUTING_ANGIOGENESIS		117	-0.42442197	-1.7999153	0.0	0.051360212	0.953	2316	tags=27%, list=14%, signal=31%	
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS		72	-0.4575497	-1.799558	0.0	0.05083266	0.953	4800	tags=46%, list=28%, signal=63%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION		24	-0.5800056	-1.7966486	0.002118644	0.051667895	0.955	1258	tags=29%, list=7%, signal=31%	
GOBP_DENDRITIC_CELL_CHEMOTAXIS	GOBP_DENDRITIC_CELL_CHEMOTAXIS		18	-0.6310475	-1.7947115	0.0069284067	0.05189918	0.957	4262	tags=72%, list=25%, signal=96%	
GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME		22	-0.583651	-1.7917258	0.008658009	0.052716605	0.959	5513	tags=68%, list=32%, signal=101%	
GOBP_CELL_CYCLE_DNA_REPLICATION	GOBP_CELL_CYCLE_DNA_REPLICATION		42	-0.50799924	-1.7873162	0.0	0.05450054	0.966	3142	tags=38%, list=18%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY		28	-0.5459835	-1.7865747	0.0	0.054110643	0.968	2859	tags=36%, list=17%, signal=43%	
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN		41	-0.5076481	-1.7861494	0.0	0.053615447	0.969	1849	tags=29%, list=11%, signal=33%	
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING		37	-0.5265834	-1.7849971	0.0	0.053513274	0.97	5014	tags=65%, list=29%, signal=92%	
GOBP_REGULATION_OF_EXIT_FROM_MITOSIS	GOBP_REGULATION_OF_EXIT_FROM_MITOSIS		15	-0.65636706	-1.7830567	0.0043572984	0.053706598	0.972	857	tags=33%, list=5%, signal=35%	
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT	GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT		32	-0.5369445	-1.781865	0.0	0.053785134	0.974	5173	tags=66%, list=30%, signal=94%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE		16	-0.63769954	-1.7814339	0.0022075055	0.053332288	0.974	3199	tags=44%, list=19%, signal=54%	
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION		20	-0.6195076	-1.781313	0.0020242915	0.052733388	0.974	3158	tags=50%, list=18%, signal=61%	
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING		139	-0.41078874	-1.7798194	0.0	0.05278014	0.977	4046	tags=35%, list=24%, signal=45%	
GOBP_RNA_SPLICING	GOBP_RNA_SPLICING		410	-0.35554436	-1.7794149	0.0	0.052357037	0.978	5553	tags=44%, list=32%, signal=63%	
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING		184	-0.3957218	-1.7778805	0.0	0.052445337	0.978	4207	tags=35%, list=25%, signal=46%	
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT		137	-0.40788123	-1.7770718	0.0	0.052340936	0.978	4544	tags=47%, list=27%, signal=63%	
GOBP_MITOTIC_SISTER_CHROMATID_COHESION	GOBP_MITOTIC_SISTER_CHROMATID_COHESION		26	-0.56236356	-1.7742434	0.004576659	0.05336803	0.982	2717	tags=35%, list=16%, signal=41%	
GOBP_RNA_EXPORT_FROM_NUCLEUS	GOBP_RNA_EXPORT_FROM_NUCLEUS		81	-0.43855503	-1.768587	0.0	0.056084856	0.987	5682	tags=53%, list=33%, signal=79%	
GOBP_TRNA_MODIFICATION	GOBP_TRNA_MODIFICATION		91	-0.42783633	-1.7676957	0.0	0.055745106	0.987	4338	tags=34%, list=25%, signal=45%	
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE		22	-0.5860769	-1.7620106	0.006342495	0.058330335	0.991	1960	tags=41%, list=11%, signal=46%	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION		17	-0.62123185	-1.7569233	0.008639309	0.060487837	0.992	3237	tags=35%, list=19%, signal=43%	
GOBP_DNA_TEMPLATED_DNA_REPLICATION	GOBP_DNA_TEMPLATED_DNA_REPLICATION		163	-0.39249593	-1.7562225	0.0	0.06025387	0.992	4721	tags=39%, list=28%, signal=53%	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE		20	-0.5921873	-1.7523496	0.009009009	0.06187308	0.994	1257	tags=40%, list=7%, signal=43%	
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III	GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III		53	-0.47621852	-1.7466298	0.0	0.06468517	0.995	3513	tags=28%, list=21%, signal=36%	
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY	GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY		72	-0.44521835	-1.7450325	0.0	0.065085486	0.995	4842	tags=44%, list=28%, signal=62%	
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS		51	-0.4810183	-1.7444365	0.0	0.064869806	0.996	2917	tags=33%, list=17%, signal=40%	
GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS	GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS		15	-0.6378361	-1.7419317	0.014583333	0.06602379	0.996	4596	tags=73%, list=27%, signal=100%	
GOBP_NUCLEAR_EXPORT	GOBP_NUCLEAR_EXPORT		154	-0.39495537	-1.7411844	0.0	0.065889984	0.996	5145	tags=45%, list=30%, signal=64%	
GOBP_IMP_METABOLIC_PROCESS	GOBP_IMP_METABOLIC_PROCESS		16	-0.62586254	-1.7356099	0.008474576	0.06892539	0.997	3900	tags=50%, list=23%, signal=65%	
GOBP_METAPHASE_PLATE_CONGRESSION	GOBP_METAPHASE_PLATE_CONGRESSION		72	-0.45151246	-1.7355689	0.002538071	0.06822207	0.997	4596	tags=47%, list=27%, signal=64%	
GOBP_EXIT_FROM_MITOSIS	GOBP_EXIT_FROM_MITOSIS		27	-0.5525013	-1.7351195	0.0064655175	0.067737095	0.997	1842	tags=26%, list=11%, signal=29%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS		285	-0.36081207	-1.7346008	0.0	0.06728239	0.997	3246	tags=26%, list=19%, signal=32%	
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS		36	-0.51090825	-1.7323594	0.004555809	0.06795372	0.998	2917	tags=36%, list=17%, signal=43%	
GOBP_PEPTIDYL_PROLINE_HYDROXYLATION	GOBP_PEPTIDYL_PROLINE_HYDROXYLATION		15	-0.632905	-1.7306092	0.0043290043	0.06833402	0.998	2422	tags=53%, list=14%, signal=62%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY		27	-0.54100233	-1.727029	0.0121951215	0.070109405	0.998	2955	tags=37%, list=17%, signal=45%	
GOBP_MRNA_PROCESSING	GOBP_MRNA_PROCESSING		447	-0.34340495	-1.7266592	0.0	0.069783136	0.998	5553	tags=43%, list=32%, signal=61%	
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY		52	-0.4720759	-1.7224374	0.0022883294	0.072064295	0.998	4975	tags=42%, list=29%, signal=59%	
GOBP_RNA_STABILIZATION	GOBP_RNA_STABILIZATION		60	-0.45425397	-1.7188418	0.0093240095	0.0738897	0.999	4800	tags=45%, list=28%, signal=62%	
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY	GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY		15	-0.6447774	-1.7184795	0.004132231	0.07348654	0.999	5350	tags=80%, list=31%, signal=116%	
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY		23	-0.5666489	-1.7171053	0.010799136	0.07375794	0.999	2541	tags=30%, list=15%, signal=36%	
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS		124	-0.3929295	-1.7166839	0.0	0.07335528	0.999	5792	tags=51%, list=34%, signal=76%	
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS		84	-0.4272593	-1.7123535	0.0	0.07568743	0.999	4799	tags=40%, list=28%, signal=56%	
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING		31	-0.52289665	-1.7106742	0.009237875	0.07624895	0.999	5513	tags=68%, list=32%, signal=100%	
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		22	-0.5687871	-1.7096213	0.0022727272	0.076469295	0.999	5124	tags=64%, list=30%, signal=91%	
GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY		25	-0.5468027	-1.7095331	0.013888889	0.07589506	0.999	3075	tags=40%, list=18%, signal=49%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING		60	-0.44360563	-1.7055084	0.0	0.0782833	0.999	4514	tags=48%, list=26%, signal=65%	
