NAME	TITLE	SCORE	
ATP6V1FNB	ATP6V1F neighbor [Source:HGNC Symbol;Acc:HGNC:52392]	2.652738	
CYP1B1	cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]	2.644937	
FOXL2NB	FOXL2 neighbor [Source:HGNC Symbol;Acc:HGNC:34428]	2.6434665	
LURAP1L	leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]	2.6408422	
APOB	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]	2.639302	
PAMR1	peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]	2.6376228	
CCND2	cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]	2.5966992	
CCDC162P	coiled-coil domain containing 162, pseudogene [Source:HGNC Symbol;Acc:HGNC:21565]	2.5938227	
H2AB1	H2A.B variant histone 1 [Source:HGNC Symbol;Acc:HGNC:22516]	2.5926871	
STRA6	signaling receptor and transporter of retinol STRA6 [Source:HGNC Symbol;Acc:HGNC:30650]	2.5861611	
PPIAP6	peptidylprolyl isomerase A pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:20028]	2.584791	
NIPAL2	NIPA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25854]	2.5825696	
TMPRSS2	transmembrane serine protease 2 [Source:HGNC Symbol;Acc:HGNC:11876]	2.5802467	
RNF227	ring finger protein 227 [Source:HGNC Symbol;Acc:HGNC:27571]	2.5597823	
ICOSLG	inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]	2.5555446	
NCKAP5	NCK associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]	2.5495286	
TNFRSF10C	TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906]	2.5450096	
RPS24P8	ribosomal protein S24 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37016]	2.5233288	
NRCAM	neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994]	2.522032	
IL20RB	interleukin 20 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6004]	2.5188847	
FBLL1	fibrillarin like 1 [Source:HGNC Symbol;Acc:HGNC:35458]	2.5152483	
KLHL2P1	kelch like family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44046]	2.5148797	
ARRDC4	arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087]	2.512207	
MEGF6	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]	2.5112624	
PCDHB6	protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691]	2.5101717	
BTG2	BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]	2.4940064	
LYRM9	LYR motif containing 9 [Source:HGNC Symbol;Acc:HGNC:27314]	2.489258	
PDPN	podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]	2.4818966	
PDE11A	phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773]	2.4796062	
SERPINE2	serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]	2.4680848	
CATSPERD	cation channel sperm associated auxiliary subunit delta [Source:HGNC Symbol;Acc:HGNC:28598]	2.463566	
LRRN4CL	LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724]	2.4633226	
NTM	neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]	2.4501448	
STC1	stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]	2.4472177	
FCGBP	Fc gamma binding protein [Source:HGNC Symbol;Acc:HGNC:13572]	2.446623	
PF4V1	platelet factor 4 variant 1 [Source:HGNC Symbol;Acc:HGNC:8862]	2.441127	
PITPNM3	PITPNM family member 3 [Source:HGNC Symbol;Acc:HGNC:21043]	2.431623	
SULF2	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]	2.4219687	
RPL12P16	ribosomal protein L12 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36926]	2.421139	
FRY	FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]	2.4190314	
DPP4	dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	2.4165187	
COL15A1	collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]	2.413037	
CLDN1	claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]	2.3994617	
SESN3	sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]	2.3988717	
CD14	CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]	2.3935428	
CCL7	C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]	2.3927846	
SERPINB2	serpin family B member 2 [Source:HGNC Symbol;Acc:HGNC:8584]	2.3832996	
P2RX6	purinergic receptor P2X 6 [Source:HGNC Symbol;Acc:HGNC:8538]	2.3757868	
KCNN2	potassium calcium-activated channel subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:6291]	2.3619337	
NLRP10	NLR family pyrin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21464]	2.3591433	
HSD17B1	hydroxysteroid 17-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5210]	2.3566658	
FANK1	fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]	2.3521066	
HCST	hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:HGNC:16977]	2.3505716	
WLS	Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]	2.347711	
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:HGNC Symbol;Acc:HGNC:1366]	2.3428822	
PCSK5	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]	2.3404891	
COX7A1	cytochrome c oxidase subunit 7A1 [Source:HGNC Symbol;Acc:HGNC:2287]	2.3403065	
LOXL4	lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]	2.3376207	
HSD17B2	hydroxysteroid 17-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5211]	2.3364844	
PAPPA	pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]	2.3355818	
PJVK	pejvakin [Source:HGNC Symbol;Acc:HGNC:29502]	2.333309	
CAMK2B	calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]	2.332885	
SLC2A12	solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067]	2.3291411	
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:HGNC:252]	2.327638	
FIBIN	fin bud initiation factor homolog [Source:HGNC Symbol;Acc:HGNC:33747]	2.3242211	
CFAP70	cilia and flagella associated protein 70 [Source:HGNC Symbol;Acc:HGNC:30726]	2.3159153	
PLXDC2	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]	2.3153307	
LRATD1	LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]	2.3130183	
GPX3	glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]	2.3129876	
MFGE8	milk fat globule EGF and factor V/VIII domain containing [Source:HGNC Symbol;Acc:HGNC:7036]	2.310195	
CHRM4	cholinergic receptor muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953]	2.3009202	
ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899]	2.2965446	
PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma [Source:HGNC Symbol;Acc:HGNC:9306]	2.2818706	
CYP26B1	cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]	2.2804437	
RAB39B	RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]	2.2747235	
PPIAP54	peptidylprolyl isomerase A pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:53678]	2.2719014	
DLEC1	DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]	2.2708268	
PARM1	prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]	2.2690423	
ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	2.2653584	
CCL5	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	2.2614121	
TEX45	testis expressed 45 [Source:HGNC Symbol;Acc:HGNC:24745]	2.2597344	
NPTX1	neuronal pentraxin 1 [Source:HGNC Symbol;Acc:HGNC:7952]	2.258259	
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	2.2573438	
TNFRSF10D	TNF receptor superfamily member 10d [Source:HGNC Symbol;Acc:HGNC:11907]	2.2495189	
RPSAP36	ribosomal protein SA pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:35727]	2.2409544	
MRAP	melanocortin 2 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:1304]	2.239264	
ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396]	2.235572	
DUSP6	dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]	2.2340357	
PCDHGA1	protocadherin gamma subfamily A, 1 [Source:HGNC Symbol;Acc:HGNC:8696]	2.2265582	
PCDHGA4	protocadherin gamma subfamily A, 4 [Source:HGNC Symbol;Acc:HGNC:8702]	2.2241743	
PRR15	proline rich 15 [Source:HGNC Symbol;Acc:HGNC:22310]	2.2165728	
PCDHB13	protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]	2.2153332	
KCNJ2	potassium inwardly rectifying channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]	2.213231	
PLCH1	phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]	2.212044	
SLC1A1	solute carrier family 1 member 1 [Source:HGNC Symbol;Acc:HGNC:10939]	2.2120202	
RIMS1	regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282]	2.2108543	
DMGDH	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]	2.2089024	
UBL4B	ubiquitin like 4B [Source:HGNC Symbol;Acc:HGNC:32309]	2.2075458	
SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]	2.2037244	
MYOM1	myomesin 1 [Source:HGNC Symbol;Acc:HGNC:7613]	2.2020328	
NIBAN3	niban apoptosis regulator 3 [Source:HGNC Symbol;Acc:HGNC:24130]	2.2002347	
FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	2.197313	
DUX4L26	double homeobox 4 like 26 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50807]	2.19579	
GOLGA8IP	golgin A8 family member I, pseudogene [Source:HGNC Symbol;Acc:HGNC:26660]	2.1952584	
MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]	2.1804833	
KLRG2	killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]	2.1722915	
RGCC	regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]	2.1718743	
DUSP26	dual specificity phosphatase 26 [Source:HGNC Symbol;Acc:HGNC:28161]	2.170151	
SATB2	SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]	2.1675653	
PLBD1	phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]	2.1660047	
GDF7	growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222]	2.1605206	
LUM	lumican [Source:HGNC Symbol;Acc:HGNC:6724]	2.1583233	
TRIM29	tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]	2.1565661	
FBXO32	F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]	2.1547487	
CCN5	cellular communication network factor 5 [Source:HGNC Symbol;Acc:HGNC:12770]	2.1516685	
CDKN1A	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]	2.1475358	
CCDC170	coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]	2.1460898	
SLC52A1	solute carrier family 52 member 1 [Source:HGNC Symbol;Acc:HGNC:30225]	2.1437738	
ACKR3	atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]	2.14239	
CBLN3	cerebellin 3 precursor [Source:HGNC Symbol;Acc:HGNC:20146]	2.1417608	
DUX4L50	double homeobox 4 like 50 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51788]	2.1415288	
C4A	complement C4A (Rodgers blood group) [Source:HGNC Symbol;Acc:HGNC:1323]	2.139547	
LTBP2	latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]	2.1390488	
SNX18P12	sorting nexin 18 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:39620]	2.138162	
P3H2	prolyl 3-hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:19317]	2.1334038	
GOLGA8N	golgin A8 family member N [Source:HGNC Symbol;Acc:HGNC:44405]	2.128938	
SEZ6L2	seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]	2.1257808	
MMP24	matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172]	2.12182	
POMC	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	2.1206331	
TMPRSS9	transmembrane serine protease 9 [Source:HGNC Symbol;Acc:HGNC:30079]	2.1171348	
KCNIP4	potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]	2.1170478	
SLC9A7	solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123]	2.116504	
PGPEP1	pyroglutamyl-peptidase I [Source:HGNC Symbol;Acc:HGNC:13568]	2.1136165	
LYPD6B	LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]	2.1128535	
NEB	nebulin [Source:HGNC Symbol;Acc:HGNC:7720]	2.1113513	
PCDHB7	protocadherin beta 7 [Source:HGNC Symbol;Acc:HGNC:8692]	2.110779	
CCPG1	cell cycle progression 1 [Source:HGNC Symbol;Acc:HGNC:24227]	2.1072788	
KCNB2	potassium voltage-gated channel subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:6232]	2.106982	
IGSF22	immunoglobulin superfamily member 22 [Source:HGNC Symbol;Acc:HGNC:26750]	2.1023254	
MOXD1	monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]	2.0993686	
IGFBP7	insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]	2.0958138	
RDH16	retinol dehydrogenase 16 [Source:HGNC Symbol;Acc:HGNC:29674]	2.0921738	
ZNF667	zinc finger protein 667 [Source:HGNC Symbol;Acc:HGNC:28854]	2.087566	
ANGPTL1	angiopoietin like 1 [Source:HGNC Symbol;Acc:HGNC:489]	2.0808702	
KCNC4	potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]	2.0779529	
DNAI3	dynein axonemal intermediate chain 3 [Source:HGNC Symbol;Acc:HGNC:30711]	2.0757298	
AKR1B10	aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]	2.0728726	
KRTAP1-5	keratin associated protein 1-5 [Source:HGNC Symbol;Acc:HGNC:16777]	2.0714717	
IGFBP5	insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	2.0713127	
SAT1	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	2.0661504	
GPR137B	G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]	2.0631797	
SLIT3	slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]	2.060757	
FBXO41	F-box protein 41 [Source:HGNC Symbol;Acc:HGNC:29409]	2.0591385	
SEMA3C	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	2.0576108	
LRRC43	leucine rich repeat containing 43 [Source:HGNC Symbol;Acc:HGNC:28562]	2.056583	
VN1R20P	vomeronasal 1 receptor 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:37335]	2.0503774	
DIRAS2	DIRAS family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:19323]	2.049327	
BMP6	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]	2.0457213	
DTX4	deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151]	2.0453072	
STAT1	signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]	2.0448952	
SLC22A4	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]	2.0437279	
ADHFE1	alcohol dehydrogenase iron containing 1 [Source:HGNC Symbol;Acc:HGNC:16354]	2.041097	
ANTXR1	ANTXR cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:21014]	2.0402436	
SPRY1	sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]	2.0368412	
LYPD3	LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24880]	2.0367746	
MGAM	maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]	2.0317948	
ANK2	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]	2.0309377	
GLRX	glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]	2.0295274	
SLC43A2	solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087]	2.025039	
GJB5	gap junction protein beta 5 [Source:HGNC Symbol;Acc:HGNC:4287]	2.0234249	
EPGN	epithelial mitogen [Source:HGNC Symbol;Acc:HGNC:17470]	2.0181994	
PCDHA6	protocadherin alpha 6 [Source:HGNC Symbol;Acc:HGNC:8672]	2.0155716	
HTRA1	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	2.0154243	
KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]	2.0152767	
GLRB	glycine receptor beta [Source:HGNC Symbol;Acc:HGNC:4329]	2.0151114	
RNA5SP370	RNA, 5S ribosomal pseudogene 370 [Source:HGNC Symbol;Acc:HGNC:43270]	2.0149856	
FUCA1	alpha-L-fucosidase 1 [Source:HGNC Symbol;Acc:HGNC:4006]	2.0122266	
NBL1	NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]	2.0113666	
MYLK4	myosin light chain kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:27972]	2.0082138	
RDH5	retinol dehydrogenase 5 [Source:HGNC Symbol;Acc:HGNC:9940]	2.0044467	
NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2 [Source:HGNC Symbol;Acc:HGNC:23219]	2.0002542	
PCDHB10	protocadherin beta 10 [Source:HGNC Symbol;Acc:HGNC:8681]	1.9993827	
PCDHB8	protocadherin beta 8 [Source:HGNC Symbol;Acc:HGNC:8693]	1.9992543	
LYPD5	LY6/PLAUR domain containing 5 [Source:HGNC Symbol;Acc:HGNC:26397]	1.9992225	
CHPF	chondroitin polymerizing factor [Source:HGNC Symbol;Acc:HGNC:24291]	1.9980675	
CORIN	corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]	1.9976751	
RDH10	retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]	1.9968846	
TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough [Source:HGNC Symbol;Acc:HGNC:53829]	1.9955225	
CDKN2B	cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol;Acc:HGNC:1788]	1.9946873	
DNASE1L2	deoxyribonuclease 1 like 2 [Source:HGNC Symbol;Acc:HGNC:2958]	1.9938955	
GUSBP4	GUSB pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:18220]	1.9914632	
DGKI	diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]	1.9890383	
SATB1	SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]	1.9848651	
DLEU7	deleted in lymphocytic leukemia 7 [Source:HGNC Symbol;Acc:HGNC:17567]	1.9842033	
CD1D	CD1d molecule [Source:HGNC Symbol;Acc:HGNC:1637]	1.9817522	
TNFSF18	TNF superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11932]	1.9804472	
TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]	1.9772017	
CREG1	cellular repressor of E1A stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]	1.9686745	
DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	1.9681698	
KCND2	potassium voltage-gated channel subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:6238]	1.9676318	
